Wariant,Stan,Raster,Zakres,Algorytm,OA_bazowe_%,Kappa_bazowe,Najlepsza_metoda,Delta_OA_pp,Istotne_lok
134567,zbledami,L2A,roi,random forest,78.2763,0.7263,IsolationForest,+2.2432,nie
134567,zbledami,L2A,roi,multi-layer perceptron,71.3105,0.6435,IsolationForest,+7.3200,TAK
134567,zbledami,L2A,roi,support vector machine,83.9433,0.7968,Erosion,+1.0626,nie
134567,zbledami,L2A,roi,spectral angle mapping,77.8040,0.7191,Mahalanobis,+0.0000,nie
134567,zbledami,L2A,roi,minimum distance,80.1653,0.7451,LOF,-0.2361,nie
134567,zbledami,L2A,class,maximum likelihood,71.3105,0.6443,Percentile,+2.4793,TAK
134567,zbledami,L2A,class,random forest,76.9776,0.7101,IQR,+8.0283,TAK
134567,zbledami,L2A,class,multi-layer perceptron,71.3105,0.6435,GMM,+8.3825,TAK
134567,zbledami,L2A,class,support vector machine,83.9433,0.7968,IQR,+3.6600,TAK
134567,zbledami,L2A,class,spectral angle mapping,77.8040,0.7191,IQR,+2.1251,TAK
134567,zbledami,L2A,class,minimum distance,80.1653,0.7451,IQR,+0.3542,nie
1456,poprawny,L1C,roi,maximum likelihood,78.0293,0.6747,HotellingT2,+8.2557,TAK
1456,poprawny,L1C,roi,random forest,78.1625,0.6704,GMM,+1.5979,TAK
1456,poprawny,L1C,roi,multi-layer perceptron,92.1438,0.8737,LOF,+0.5326,nie
1456,poprawny,L1C,roi,support vector machine,94.9401,0.9186,Mahalanobis,+0.0000,nie
1456,poprawny,L1C,roi,spectral angle mapping,90.9454,0.8565,MAD,+0.0000,nie
1456,poprawny,L1C,roi,minimum distance,88.5486,0.8150,OneClassSVM,+0.1332,nie
1456,poprawny,L1C,class,maximum likelihood,78.0293,0.6747,PCA Mahalanobis,+9.3209,TAK
1456,poprawny,L1C,class,random forest,78.1625,0.6704,Robust Mahalanobis,+4.3941,nie
1456,poprawny,L1C,class,multi-layer perceptron,92.1438,0.8737,IQR,+0.6658,nie
1456,poprawny,L1C,class,support vector machine,94.9401,0.9186,IQR,+0.3995,nie
1456,poprawny,L1C,class,spectral angle mapping,90.9454,0.8565,Robust Mahalanobis,+0.1332,nie
1456,poprawny,L1C,class,minimum distance,88.5486,0.8150,Mahalanobis,+0.3995,nie
1456,zbledami,L1C,roi,maximum likelihood,70.8389,0.5944,Erosion,+6.2583,TAK
1456,zbledami,L1C,roi,random forest,69.5073,0.5683,Band Z-score,+3.8615,TAK
1456,zbledami,L1C,roi,multi-layer perceptron,87.0839,0.8061,LOF,+8.7883,TAK
1456,zbledami,L1C,roi,support vector machine,94.9401,0.9188,HotellingT2,+0.9321,nie
1456,zbledami,L1C,roi,spectral angle mapping,92.9427,0.8875,IQR,+1.0652,nie
1456,zbledami,L1C,roi,minimum distance,88.9481,0.8210,GMM,+0.1332,nie
1456,zbledami,L1C,class,maximum likelihood,70.8389,0.5944,Robust Mahalanobis,+7.8562,TAK
1456,zbledami,L1C,class,random forest,69.5073,0.5683,IQR,+5.3262,TAK
1456,zbledami,L1C,class,multi-layer perceptron,94.2743,0.9082,LOF,+0.9321,nie
1456,zbledami,L1C,class,support vector machine,94.9401,0.9188,PCA Reconstruction,+0.6658,nie
1456,zbledami,L1C,class,spectral angle mapping,92.9427,0.8875,SAM,+0.7989,nie
1456,zbledami,L1C,class,minimum distance,88.9481,0.8210,PCA Mahalanobis,+5.4594,TAK
1456,poprawny,L2A,roi,maximum likelihood,79.6272,0.7009,Robust Mahalanobis,+4.6605,TAK
1456,poprawny,L2A,roi,random forest,83.4887,0.7331,IsolationForest,+2.5300,TAK
1456,poprawny,L2A,roi,multi-layer perceptron,83.4887,0.7477,Percentile,+2.2636,TAK
1456,poprawny,L2A,roi,support vector machine,90.6791,0.8545,HotellingT2,+0.6658,nie
1456,poprawny,L2A,roi,spectral angle mapping,88.1491,0.8126,IQR,+1.0652,nie
1456,poprawny,L2A,roi,minimum distance,86.8176,0.7911,MAD,+0.2663,nie
1456,poprawny,L2A,class,maximum likelihood,79.6272,0.7009,Percentile,+2.1305,TAK
1456,poprawny,L2A,class,random forest,84.0213,0.7434,GMM,+2.3968,TAK
1456,poprawny,L2A,class,multi-layer perceptron,86.4181,0.7866,PCA Mahalanobis,+0.9321,nie
1456,poprawny,L2A,class,support vector machine,90.6791,0.8545,PCA Mahalanobis,+2.7963,TAK
1456,poprawny,L2A,class,spectral angle mapping,88.1491,0.8126,PCA Mahalanobis,+2.6631,TAK
1456,poprawny,L2A,class,minimum distance,86.8176,0.7911,PCA Mahalanobis,+4.2610,TAK
1456,zbledami,L2A,roi,maximum likelihood,80.0266,0.7096,Robust Mahalanobis,+2.1305,nie
1456,zbledami,L2A,roi,random forest,90.6791,0.8555,kNN,+0.2663,nie
1456,zbledami,L2A,roi,multi-layer perceptron,92.1438,0.8772,kNN,+0.9321,nie
1456,zbledami,L2A,roi,support vector machine,94.0080,0.9050,Band Z-score,+0.9321,nie
1456,zbledami,L2A,roi,spectral angle mapping,88.4154,0.8170,MAD,+1.0652,nie
1456,zbledami,L2A,roi,minimum distance,88.2823,0.8103,PCA Mahalanobis,+0.0000,nie
1456,zbledami,L2A,class,maximum likelihood,80.0266,0.7096,Percentile,+4.1278,TAK
1456,zbledami,L2A,class,random forest,90.6791,0.8555,IQR,+0.7989,nie
1456,zbledami,L2A,class,multi-layer perceptron,86.0186,0.7825,Mahalanobis,+7.7230,TAK
1456,zbledami,L2A,class,support vector machine,94.0080,0.9050,Mahalanobis,+1.3316,nie
1456,zbledami,L2A,class,spectral angle mapping,88.4154,0.8170,Band Z-score,+1.4647,nie
1456,zbledami,L2A,class,minimum distance,88.2823,0.8103,Band Z-score,+0.5326,nie
14567,poprawny,L1C,roi,maximum likelihood,60.1864,0.5068,HotellingT2,+4.6605,TAK
14567,poprawny,L1C,roi,random forest,50.8655,0.3878,IQR,+2.1305,nie
14567,poprawny,L1C,roi,multi-layer perceptron,83.8881,0.7855,Erosion,+0.9321,nie
14567,poprawny,L1C,roi,support vector machine,84.0213,0.7874,Robust Mahalanobis,+1.1984,nie
14567,poprawny,L1C,roi,spectral angle mapping,80.9587,0.7473,Robust Mahalanobis,+1.0652,nie
14567,poprawny,L1C,roi,minimum distance,81.0919,0.7446,Robust Mahalanobis,+0.2663,nie
14567,poprawny,L1C,class,maximum likelihood,60.1864,0.5068,PCA Mahalanobis,+9.8535,TAK
14567,poprawny,L1C,class,random forest,50.0666,0.3771,Robust Mahalanobis,+30.2264,TAK
14567,poprawny,L1C,class,multi-layer perceptron,82.0240,0.7624,Robust Mahalanobis,+9.8535,TAK
14567,poprawny,L1C,class,support vector machine,84.0213,0.7874,PCA Mahalanobis,+7.7230,TAK
14567,poprawny,L1C,class,spectral angle mapping,80.9587,0.7473,PCA Mahalanobis,+8.6551,TAK
14567,poprawny,L1C,class,minimum distance,81.0919,0.7446,PCA Mahalanobis,+8.3888,TAK
14567,zbledami,L1C,roi,maximum likelihood,53.6618,0.4322,SAM,+1.4647,nie
14567,zbledami,L1C,roi,random forest,46.2051,0.3486,IQR,+5.9920,TAK
14567,zbledami,L1C,roi,multi-layer perceptron,92.1438,0.8916,EllipticEnvelope,-1.7310,nie
14567,zbledami,L1C,roi,support vector machine,86.2850,0.8163,IQR,+0.9321,nie
14567,zbledami,L1C,roi,spectral angle mapping,85.4860,0.8056,PCA Reconstruction,-0.5326,nie
14567,zbledami,L1C,roi,minimum distance,83.3555,0.7729,GMM,+0.0000,nie
14567,zbledami,L1C,class,maximum likelihood,53.6618,0.4322,Robust Mahalanobis,+5.1931,TAK
14567,zbledami,L1C,class,random forest,46.3382,0.3499,PCA Mahalanobis,+25.8322,TAK
14567,zbledami,L1C,class,multi-layer perceptron,92.1438,0.8916,EllipticEnvelope,-0.9321,nie
14567,zbledami,L1C,class,support vector machine,86.2850,0.8163,IQR,+1.8642,nie
14567,zbledami,L1C,class,spectral angle mapping,85.4860,0.8056,MAD,+0.5326,nie
14567,zbledami,L1C,class,minimum distance,83.3555,0.7729,IQR,+3.7284,TAK
14567,poprawny,L2A,roi,maximum likelihood,63.2490,0.5374,PCA Mahalanobis,+6.9241,TAK
14567,poprawny,L2A,roi,random forest,66.7111,0.5647,OneClassSVM,+5.8589,TAK
14567,poprawny,L2A,roi,multi-layer perceptron,74.1678,0.6520,OneClassSVM,+6.2583,TAK
14567,poprawny,L2A,roi,support vector machine,78.5619,0.7164,PCA Mahalanobis,+2.6631,TAK
14567,poprawny,L2A,roi,spectral angle mapping,77.0972,0.6992,IQR,+1.0652,nie
14567,poprawny,L2A,roi,minimum distance,78.2956,0.7084,MAD,+0.3995,nie
14567,poprawny,L2A,class,maximum likelihood,63.2490,0.5374,Robust Mahalanobis,+7.4567,TAK
14567,poprawny,L2A,class,random forest,66.4447,0.5628,Robust Mahalanobis,+12.9161,TAK
14567,poprawny,L2A,class,multi-layer perceptron,80.4261,0.7367,Band Z-score,+2.5300,TAK
14567,poprawny,L2A,class,support vector machine,78.5619,0.7164,Robust Mahalanobis,+6.6578,TAK
14567,poprawny,L2A,class,spectral angle mapping,77.0972,0.6992,Robust Mahalanobis,+5.0599,TAK
14567,poprawny,L2A,class,minimum distance,78.2956,0.7084,Robust Mahalanobis,+7.3236,TAK
14567,zbledami,L2A,roi,maximum likelihood,70.7057,0.6180,OneClassSVM,+3.1957,TAK
14567,zbledami,L2A,roi,random forest,80.6924,0.7444,EllipticEnvelope,+4.1278,TAK
14567,zbledami,L2A,roi,multi-layer perceptron,74.0346,0.6630,PCA Reconstruction,+11.8509,TAK
14567,zbledami,L2A,roi,support vector machine,84.5539,0.7945,EllipticEnvelope,+1.0652,nie
14567,zbledami,L2A,roi,spectral angle mapping,78.5619,0.7164,PCA Mahalanobis,-0.1332,nie
14567,zbledami,L2A,roi,minimum distance,80.9587,0.7417,GMM,-0.1332,nie
14567,zbledami,L2A,class,maximum likelihood,70.7057,0.6180,Percentile,+4.5273,TAK
14567,zbledami,L2A,class,random forest,80.6924,0.7444,PCA Mahalanobis,+3.8615,TAK
14567,zbledami,L2A,class,multi-layer perceptron,79.7603,0.7319,Band Z-score,+7.5899,TAK
14567,zbledami,L2A,class,support vector machine,84.5539,0.7945,IQR,+1.9973,nie
14567,zbledami,L2A,class,spectral angle mapping,78.5619,0.7164,IQR,+1.8642,nie
14567,zbledami,L2A,class,minimum distance,80.9587,0.7417,Percentile,+0.0000,nie
