Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
12456_zbledami_L1C_class,12456,zbledami,L1C,class,random forest,EllipticEnvelope,64.9800,81.8908,+16.9108,12,139,chi2 (poprawka na ciągłość),1.13857e-24,1.13857e-24,TAK,"C[5,1]: 162->34; C[5,2]: 31->18"
