Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
1456_poprawny_L1C_class,1456,poprawny,L1C,class,random forest,Erosion,81.4913,84.9534,+3.4621,6,32,chi2 (poprawka na ciągłość),5.00196e-05,5.00196e-05,TAK,"C[5,1]: 99->71"
