Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
1456_zbledami_L2A_roi,1456,zbledami,L2A,roi,random forest,PCA Reconstruction,92.4101,92.4101,+0.0000,5,5,dwumianowy,1,1,nie,"C[5,1]: 6->5"
