Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
14567_zbledami_L2A_class,14567,zbledami,L2A,class,random forest,SAM,82.5566,87.0839,+4.5273,15,49,chi2 (poprawka na ciągłość),3.70735e-05,3.70735e-05,TAK,"C[1,7]: 1->0; C[7,1]: 73->35; C[5,1]: 9->4"
