mapa\referencja,1,2,3,4,5,6,7
1,52,5,1,0,14,3,0
2,63,63,2,0,16,0,0
3,2,0,66,0,1,0,0
4,1,1,0,77,2,0,23
5,108,15,25,0,50,0,0
6,0,1,1,0,0,85,0
7,98,10,1,2,0,1,58
