mapa\referencja,1,2,3,4,5,6,7
1,55,5,1,0,18,3,0
2,35,56,2,0,11,0,0
3,2,0,62,0,0,0,0
4,1,1,0,77,2,0,21
5,117,19,28,0,52,0,0
6,0,1,1,0,0,85,0
7,114,13,2,2,0,1,60
