mapa\referencja,1,2,3,4,5,6,7
1,42,1,1,0,17,3,0
2,53,67,2,0,16,0,0
3,1,0,66,0,1,0,0
4,1,1,0,77,1,0,24
5,126,15,25,0,48,0,0
6,0,1,1,0,0,85,0
7,101,10,1,2,0,1,57
