mapa\referencja,1,2,3,4,5,6,7
1,56,2,1,0,20,3,0
2,44,67,2,0,12,0,0
3,3,0,66,0,1,0,0
4,1,1,0,77,1,0,23
5,119,15,25,0,49,0,0
6,0,1,1,0,0,85,0
7,101,9,1,2,0,1,58
