mapa\referencja,1,2,3,4,5,6,7
1,78,5,1,0,18,3,0
2,44,61,2,0,15,0,0
3,2,0,67,0,0,0,0
4,1,1,0,77,1,0,23
5,87,14,23,0,49,0,0
6,0,1,1,0,0,85,0
7,112,13,2,2,0,1,58
