mapa\referencja,1,2,3,4,5,6,7
1,68,4,1,0,17,3,0
2,62,65,2,0,18,0,0
3,2,0,67,0,1,0,0
4,1,1,0,76,1,0,22
5,71,13,23,0,46,0,0
6,0,1,1,0,0,85,0
7,120,11,2,3,0,1,59
