mapa\referencja,1,2,3,4,5,6,7
1,49,1,1,0,16,3,0
2,59,69,2,0,16,0,0
3,1,0,67,0,1,0,0
4,1,1,0,77,1,0,24
5,113,15,24,0,49,0,0
6,0,1,1,0,0,85,0
7,101,8,1,2,0,1,57
