mapa\referencja,1,2,3,4,5,6,7
1,269,12,6,1,8,1,0
2,0,48,0,0,1,0,0
3,6,0,87,0,12,0,0
4,1,1,0,77,0,0,31
5,1,24,2,0,58,0,0
6,0,1,0,0,4,87,0
7,47,9,1,1,0,1,50
