mapa\referencja,1,2,3,4,5,6,7
1,231,3,6,1,5,1,0
2,31,72,2,0,13,1,1
3,8,1,85,0,25,4,0
4,1,2,0,76,1,2,31
5,0,17,2,0,39,0,0
6,0,0,0,0,0,81,0
7,53,0,1,2,0,0,49
