mapa\referencja,1,2,3,4,5,6,7
1,253,3,4,0,3,1,0
2,6,66,0,0,3,1,1
3,10,3,91,0,32,5,0
4,1,2,0,76,0,3,31
5,1,21,0,0,45,0,0
6,0,0,0,0,0,79,0
7,53,0,1,3,0,0,49
