mapa\referencja,1,2,3,4,5,6,7
1,239,3,4,0,3,1,0
2,3,56,0,0,4,1,0
3,8,1,90,0,29,4,0
4,1,2,0,76,1,3,31
5,1,19,1,0,45,0,0
6,0,0,0,0,0,80,0
7,72,14,1,3,1,0,50
