mapa\referencja,1,2,4,5,6,7
1,281,39,1,12,1,7
2,32,34,0,5,0,0
4,1,1,77,1,1,32
5,0,19,0,65,3,0
6,0,1,0,0,83,0
7,10,1,1,0,1,42
