mapa\referencja,1,2,4,5,6,7
1,250,10,0,15,3,0
2,0,53,0,5,0,0
4,1,1,77,2,2,34
5,1,16,0,61,0,0
6,0,1,0,0,83,0
7,72,14,2,0,1,47
