Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
13456_zbledami_L1C_class,13456,zbledami,L1C,class,1,EllipticEnvelope,random forest,84.6517,0.7882,89.4895,85.8022,86.6433,0,1167,40.5,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,2,PCA Mahalanobis,random forest,82.9988,0.7649,87.2376,86.5435,85.7760,0,1887,39.6,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,3,Robust Mahalanobis,random forest,79.6930,0.7215,84.2899,80.7672,80.9703,0,2392,40.0,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,4,SAM,random forest,76.9776,0.6936,86.8649,80.5296,80.9877,0,1167,41.6,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,5,IQR,random forest,76.8595,0.6903,85.7164,81.3606,81.2729,0,1039,42.1,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,6,MAD,random forest,76.1511,0.6809,85.0347,82.9859,81.4804,0,711,42.6,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,7,IsolationForest,random forest,74.8524,0.6668,85.3111,81.2241,80.2939,0,1167,41.6,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,8,Band Z-score,random forest,74.1440,0.6592,84.4506,75.7066,77.2136,0,204,44.2,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,9,Erosion,random forest,74.1440,0.6563,83.8810,77.9476,78.4846,0,1998,42.0,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,10,OneClassSVM,random forest,74.0260,0.6543,83.3429,76.1087,77.3927,0,1172,43.1,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,11,HotellingT2,random forest,73.7898,0.6543,83.6086,75.6806,76.6457,0,700,43.6,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,12,kNN,random forest,73.6718,0.6510,83.5504,78.0286,78.0216,0,1166,42.1,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,13,LOF,random forest,73.4357,0.6507,82.6088,74.8017,75.2858,0,1167,44.2,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,14,PCA Reconstruction,random forest,73.4357,0.6504,84.0240,75.4479,76.6308,0,1167,43.6,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,15,GMM,random forest,72.4911,0.6356,81.9230,75.2509,75.8746,0,1167,42.6,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,16,Mahalanobis,random forest,72.1370,0.6341,82.8213,75.0978,75.7462,0,604,44.1,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,17,Poziom bazowy,random forest,71.4286,0.6259,81.9452,72.8781,74.2616,0,0,46.4,
13456_zbledami_L1C_class,13456,zbledami,L1C,class,18,Percentile,random forest,63.9906,0.5390,78.4359,68.8029,69.0675,0,3281,40.4,
