Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
124567_zbledami_L2A_roi,124567,zbledami,L2A,roi,random forest,Erosion,77.2304,79.7603,+2.5300,21,40,chi2 (poprawka na ciągłość),0.0211854,0.0211854,TAK,"C[1,7]: 1->0; C[7,1]: 70->50; C[5,1]: 5->4; C[5,2]: 41->24"
