Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,1,Band Z-score,random forest,89.3743,0.8502,90.7945,86.3680,87.8318,0,255,49.2,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,2,Poziom bazowy,random forest,89.2562,0.8489,90.3494,85.5620,87.2594,0,0,50.4,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,3,PCA Reconstruction,random forest,89.2562,0.8485,90.6025,86.2662,87.6825,0,1174,48.7,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,4,GMM,random forest,88.3117,0.8357,89.9420,84.5754,86.3848,0,1174,50.2,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,5,OneClassSVM,random forest,88.1936,0.8333,89.4580,85.7469,86.6349,0,1178,45.6,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,6,Robust Mahalanobis,random forest,88.0756,0.8310,88.6814,85.6667,86.3431,0,2493,43.0,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,7,IQR,random forest,87.7214,0.8267,88.5171,85.3387,85.7270,0,1189,44.6,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,8,Mahalanobis,random forest,87.7214,0.8266,88.7209,85.2827,85.8506,0,501,47.6,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,9,LOF,random forest,87.7214,0.8260,88.8406,85.5369,86.1475,0,1174,46.1,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,10,HotellingT2,random forest,87.6033,0.8251,88.6715,85.1475,85.7701,0,455,47.6,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,11,kNN,random forest,87.6033,0.8243,88.3400,85.4796,85.8121,0,1174,44.6,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,12,Erosion,random forest,87.6033,0.8221,88.7008,86.8863,86.9631,0,2022,45.0,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,13,EllipticEnvelope,random forest,87.3672,0.8216,88.4677,85.0519,85.5853,0,1181,43.6,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,14,MAD,random forest,86.1865,0.8031,86.4836,84.6376,84.3506,0,1363,45.0,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,15,IsolationForest,random forest,85.8323,0.7983,86.6891,84.4179,84.2184,0,1174,43.1,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,16,SAM,random forest,85.5962,0.7951,86.8151,84.0347,84.1707,0,1174,44.6,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,17,Percentile,random forest,85.3601,0.7918,86.5904,83.8184,83.8939,0,3568,43.5,
13456_zbledami_L2A_roi,13456,zbledami,L2A,roi,18,PCA Mahalanobis,random forest,84.6517,0.7793,84.6750,83.9937,82.8171,0,2159,42.0,
