mapa\referencja,1,2,4,5,6,7
1,34,0,0,0,0,0
2,0,24,0,1,0,0
4,0,1,73,0,0,18
5,283,69,6,82,8,8
6,0,1,0,0,81,0
7,7,0,0,0,0,55
