mapa\referencja,1,2,4,5,6,7
1,2,0,0,0,0,0
2,2,55,0,3,0,0
4,1,1,76,0,0,28
5,175,38,0,71,1,3
6,0,1,0,9,88,0
7,144,0,3,0,0,50
