mapa\referencja,1,2,4,5,6,7
1,257,5,1,19,3,0
2,9,68,0,4,1,1
4,1,1,77,1,2,31
5,3,20,0,59,0,0
6,0,1,0,0,83,0
7,54,0,1,0,0,49
