mapa\referencja,1,2,4,5,6,7
1,248,2,1,0,1,1
2,0,46,0,1,0,1
4,1,2,75,0,0,32
5,5,41,0,77,1,0
6,0,2,1,5,87,0
7,70,2,2,0,0,47
