mapa\referencja,1,3,4,5,6,7
1,32,0,0,7,1,0
3,7,68,0,1,0,0
4,1,0,77,3,0,22
5,210,27,0,160,2,0
6,0,1,0,1,85,0
7,74,0,2,6,1,59
