mapa\referencja,1,2,3,4,5,6,7
1,252,2,13,0,7,0,0
2,0,68,3,0,19,0,0
3,1,0,74,0,0,0,0
4,0,6,0,68,0,1,28
5,0,9,3,0,55,3,0
6,0,0,0,0,2,85,0
7,71,10,3,11,0,0,53
