mapa\referencja,1,2,3,4,5,6,7
1,319,55,8,8,18,0,5
2,0,31,1,0,46,9,0
3,1,2,73,0,1,0,0
4,0,4,1,59,0,1,5
5,3,2,12,0,16,0,0
6,0,1,1,0,2,79,0
7,1,0,0,12,0,0,71
