mapa\referencja,1,2,3,4,5,6,7
1,264,3,16,0,19,1,0
2,0,72,1,0,30,0,0
3,0,0,65,0,0,0,0
4,3,4,0,77,0,0,12
5,0,5,11,0,34,1,0
6,0,1,0,0,0,86,0
7,57,10,3,2,0,1,69
