mapa\referencja,1,2,3,4,5,6,7
1,279,2,11,0,6,0,0
2,0,70,4,0,34,0,0
3,1,0,65,0,1,0,0
4,3,16,1,66,0,1,15
5,0,5,14,0,42,3,0
6,0,0,0,0,0,85,0
7,41,2,1,13,0,0,66
