mapa\referencja,1,2,3,4,5,6,7
1,288,4,15,0,23,2,0
2,0,73,2,0,36,0,0
3,1,0,57,0,3,0,0
4,5,5,0,78,0,0,14
5,0,5,19,0,21,0,0
6,0,1,0,0,0,86,0
7,30,7,3,1,0,1,67
