mapa\referencja,1,2,3,4,5,6,7
1,280,21,12,1,19,0,0
2,3,54,9,0,32,3,0
3,0,0,57,0,0,0,0
4,28,12,3,69,0,1,14
5,0,7,13,0,22,1,0
6,0,1,1,0,10,84,0
7,13,0,1,9,0,0,67
