mapa\referencja,1,2,3,4,5,6,7
1,249,5,7,0,13,0,0
2,0,61,2,0,37,6,0
3,0,0,60,0,0,0,0
4,2,5,0,74,0,0,23
5,0,9,17,0,31,0,0
6,0,1,1,0,2,82,0
7,73,14,9,5,0,1,58
