mapa\referencja,1,2,3,4,5,6,7
1,246,2,15,0,7,0,0
2,0,70,3,0,19,0,0
3,1,0,71,0,0,0,0
4,0,6,0,68,0,1,26
5,0,7,4,0,57,3,0
6,0,0,0,0,0,85,0
7,77,10,3,11,0,0,55
