mapa\referencja,1,2,3,4,5,6,7
1,292,7,13,1,8,0,0
2,0,62,2,0,43,3,0
3,0,0,68,0,0,0,0
4,0,1,0,64,0,1,9
5,0,13,13,0,30,0,0
6,0,0,0,0,2,85,0
7,32,12,0,14,0,0,72
