mapa\referencja,1,2,3,4,5,6,7
1,270,3,19,0,16,2,0
2,2,75,2,0,26,0,0
3,0,0,63,0,0,0,0
4,5,4,0,76,0,0,11
5,0,5,9,0,41,1,0
6,0,1,0,0,0,85,0
7,47,7,3,3,0,1,70
