mapa\referencja,1,2,3,4,5,6,7
1,274,3,11,0,14,0,0
2,2,77,1,0,15,0,0
3,5,0,77,0,12,6,0
4,0,3,0,72,0,0,6
5,0,8,6,0,42,0,0
6,0,1,0,0,0,82,0
7,43,3,1,7,0,1,75
