mapa\referencja,1,2,3,4,5,6,7
1,235,3,6,0,23,3,0
2,7,74,4,0,25,0,0
3,6,0,72,0,5,0,0
4,0,4,0,70,0,0,5
5,0,4,10,0,30,0,0
6,0,1,0,0,0,85,0
7,76,9,4,9,0,1,76
