mapa\referencja,1,2,3,4,5,6,7
1,267,3,13,0,11,0,0
2,2,75,0,0,15,0,0
3,4,0,75,0,12,5,0
4,0,1,0,71,0,0,6
5,0,11,7,0,42,0,0
6,0,1,0,0,3,83,0
7,51,4,1,8,0,1,75
