mapa\referencja,1,2,3,4,5,6,7
1,249,3,9,0,8,0,1
2,1,75,0,1,21,3,0
3,1,0,76,0,2,4,0
4,0,3,0,73,0,0,30
5,0,13,8,0,43,1,0
6,0,1,0,0,8,81,0
7,73,0,3,5,1,0,50
