mapa\referencja,1,2,3,4,5,6,7
1,278,4,8,0,11,0,0
2,0,73,0,3,13,0,0
3,15,5,86,0,5,3,0
4,0,0,0,66,0,1,5
5,0,8,1,0,31,0,0
6,0,4,0,0,23,85,0
7,31,1,1,10,0,0,76
