mapa\referencja,1,2,3,4,5,6,7
1,248,3,10,0,11,0,0
2,0,69,3,0,21,0,0
3,1,0,74,0,0,0,0
4,0,5,0,72,0,1,22
5,0,7,6,0,49,3,0
6,0,0,0,0,2,85,0
7,75,11,3,7,0,0,59
