mapa\referencja,1,2,3,4,5,6,7
1,267,2,11,0,8,0,0
2,2,67,5,1,16,0,0
3,1,0,75,0,0,0,0
4,0,4,0,70,0,1,4
5,0,12,3,0,57,3,0
6,0,1,0,0,2,85,0
7,54,9,2,8,0,0,77
