mapa\referencja,1,2,3,4,5,6,7
1,250,3,7,0,16,2,0
2,1,74,2,0,16,0,0
3,6,0,79,0,4,0,0
4,0,4,0,70,0,0,6
5,0,7,5,0,47,1,0
6,0,1,0,0,0,85,0
7,67,6,3,9,0,1,75
