mapa\referencja,1,2,3,4,5,6,7
1,261,15,3,1,5,0,0
2,0,56,2,0,33,8,0
3,16,4,80,0,3,0,0
4,11,10,1,68,0,1,8
5,11,8,7,0,35,0,0
6,0,1,1,0,7,80,0
7,25,1,2,10,0,0,73
