Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,1,kNN,random forest,84.6871,0.7637,80.6990,83.8715,80.2889,0,69,41.4,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,2,Band Z-score,random forest,84.5539,0.7618,80.2665,83.0546,79.8217,0,151,42.9,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,3,PCA Reconstruction,random forest,84.4208,0.7600,80.2476,83.0841,79.6547,0,69,41.9,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,4,EllipticEnvelope,random forest,84.4208,0.7598,80.2780,83.3302,79.6478,0,69,41.9,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,5,IsolationForest,random forest,84.4208,0.7596,80.2780,83.4689,79.7191,0,69,41.4,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,6,LOF,random forest,84.2876,0.7577,80.0066,82.7562,79.4851,0,69,41.4,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,7,HotellingT2,random forest,84.2876,0.7577,79.9904,82.7034,79.4600,0,170,41.9,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,8,Poziom bazowy,random forest,84.2876,0.7577,79.9762,82.8413,79.5441,0,0,42.0,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,9,GMM,random forest,84.2876,0.7576,80.0370,83.0522,79.4929,0,69,42.4,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,10,Mahalanobis,random forest,84.2876,0.7575,80.0066,83.0572,79.5438,0,193,41.9,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,11,SAM,random forest,84.2876,0.7573,80.0370,83.3740,79.5520,0,69,42.4,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,12,Percentile,random forest,83.8881,0.7509,79.3141,82.6149,78.9110,0,546,41.9,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,13,OneClassSVM,random forest,83.7550,0.7488,79.0427,81.5787,78.7562,0,601,41.8,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,14,IQR,random forest,83.4887,0.7441,78.5681,81.9320,77.9596,0,746,40.8,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,15,MAD,random forest,82.8229,0.7334,77.4850,80.6821,76.6394,0,712,41.9,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,16,Robust Mahalanobis,random forest,82.8229,0.7326,77.6441,80.8635,76.9920,0,1949,40.8,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,17,PCA Mahalanobis,random forest,81.8908,0.7173,75.7070,78.7467,75.6345,0,1471,40.3,
12456_poprawny_L2A_roi,12456,poprawny,L2A,roi,18,Erosion,random forest,81.0919,0.7016,74.7876,80.3892,74.2330,0,1668,40.8,
