Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
123456_poprawny_L2A_roi,123456,poprawny,L2A,roi,random forest,GMM,83.2349,83.8253,+0.5903,1,6,dwumianowy,0.125,0.125,nie,"C[5,2]: 15->14; C[3,1]: 1->0"
