Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
1234567_zbledami_L2A_roi,1234567,zbledami,L2A,roi,random forest,Erosion,76.2692,79.8111,+3.5419,24,54,chi2 (poprawka na ciągłość),0.00102489,0.00102489,TAK,"C[1,7]: 1->0; C[7,1]: 71->47; C[5,1]: 2->1; C[5,2]: 39->24; C[3,1]: 8->6"
