Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,Klasa,PA_%,UA_%,F1_%
12456_poprawny_L2A_class,12456,poprawny,L2A,class,1,GMM,random forest,1,91.3580,88.3055,89.8058
12456_poprawny_L2A_class,12456,poprawny,L2A,class,1,GMM,random forest,2,45.2632,86.0000,59.3103
12456_poprawny_L2A_class,12456,poprawny,L2A,class,1,GMM,random forest,4,97.4684,65.2542,78.1726
12456_poprawny_L2A_class,12456,poprawny,L2A,class,1,GMM,random forest,5,78.3133,78.3133,78.3133
12456_poprawny_L2A_class,12456,poprawny,L2A,class,1,GMM,random forest,6,89.8876,98.7654,94.1176
12456_poprawny_L2A_class,12456,poprawny,L2A,class,2,Poziom bazowy,random forest,1,91.3580,88.3055,89.8058
12456_poprawny_L2A_class,12456,poprawny,L2A,class,2,Poziom bazowy,random forest,2,46.3158,86.2745,60.2740
12456_poprawny_L2A_class,12456,poprawny,L2A,class,2,Poziom bazowy,random forest,4,97.4684,65.2542,78.1726
12456_poprawny_L2A_class,12456,poprawny,L2A,class,2,Poziom bazowy,random forest,5,77.1084,78.0488,77.5758
12456_poprawny_L2A_class,12456,poprawny,L2A,class,2,Poziom bazowy,random forest,6,89.8876,98.7654,94.1176
12456_poprawny_L2A_class,12456,poprawny,L2A,class,3,PCA Reconstruction,random forest,1,91.3580,88.3055,89.8058
12456_poprawny_L2A_class,12456,poprawny,L2A,class,3,PCA Reconstruction,random forest,2,45.2632,84.3137,58.9041
12456_poprawny_L2A_class,12456,poprawny,L2A,class,3,PCA Reconstruction,random forest,4,97.4684,65.8120,78.5714
12456_poprawny_L2A_class,12456,poprawny,L2A,class,3,PCA Reconstruction,random forest,5,77.1084,78.0488,77.5758
12456_poprawny_L2A_class,12456,poprawny,L2A,class,3,PCA Reconstruction,random forest,6,91.0112,98.7805,94.7368
12456_poprawny_L2A_class,12456,poprawny,L2A,class,4,LOF,random forest,1,91.6049,88.3333,89.9394
12456_poprawny_L2A_class,12456,poprawny,L2A,class,4,LOF,random forest,2,44.2105,85.7143,58.3333
