Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
1234567_poprawny_L1C_roi,1234567,poprawny,L1C,roi,random forest,PCA Mahalanobis,52.8926,62.4557,+9.5632,25,106,chi2 (poprawka na ciągłość),2.75607e-12,2.75607e-12,TAK,"C[7,1]: 118->89; C[5,1]: 79->14; C[5,2]: 15->15; C[3,1]: 2->3"
