mapa\referencja,1,3,4,5,6,7
1,78,0,0,8,6,0
3,6,70,0,1,0,0
4,1,0,77,2,0,22
5,159,25,0,160,2,0
6,0,0,0,1,80,0
7,80,1,2,6,1,59
