mapa\referencja,1,3,4,5,6,7
1,43,0,0,8,1,0
3,5,71,0,1,0,0
4,1,0,77,2,0,23
5,203,24,0,160,2,0
6,0,1,0,1,85,0
7,72,0,2,6,1,58
