mapa\referencja,1,2,3,4,5,6,7
1,248,14,10,0,24,3,0
2,1,51,1,0,7,0,0
3,1,0,72,0,2,0,0
4,1,1,0,77,2,2,34
5,1,16,12,0,48,0,0
6,0,1,0,0,0,83,0
7,72,12,1,2,0,1,47
