mapa\referencja,1,2,3,4,5,6,7
1,252,15,10,0,25,3,0
2,0,51,1,0,8,0,0
3,1,0,74,0,2,0,0
4,1,1,0,77,1,2,34
5,1,16,10,0,47,0,0
6,0,1,0,0,0,83,0
7,69,11,1,2,0,1,47
