mapa\referencja,1,2,3,4,5,6,7
1,253,25,10,0,24,3,0
2,0,35,1,0,8,0,0
3,0,0,65,0,1,0,0
4,1,1,0,77,1,2,35
5,1,20,19,0,49,0,0
6,0,1,0,0,0,83,0
7,69,13,1,2,0,1,46
