mapa\referencja,1,2,3,4,5,6
1,324,6,6,2,1,0
2,33,73,2,0,22,0
3,1,0,68,0,0,0
4,29,1,0,77,2,0
5,18,14,19,0,58,4
6,0,1,1,0,0,85
