mapa\referencja,1,2,3,4,5,6
1,313,5,6,1,0,0
2,53,74,2,1,24,0
3,1,0,70,0,1,0
4,27,1,0,77,1,0
5,11,14,17,0,57,4
6,0,1,1,0,0,85
