mapa\referencja,1,2,3,4,5,6
1,271,1,4,0,1,0
2,78,84,12,0,54,2
3,0,0,32,0,0,0
4,56,4,0,79,2,1
5,0,5,48,0,26,0
6,0,1,0,0,0,86
