mapa\referencja,1,2,3,4,5,6
1,314,5,6,1,1,0
2,52,73,1,1,22,0
3,0,0,68,0,1,0
4,27,1,0,77,0,0
5,12,15,20,0,59,4
6,0,1,1,0,0,85
