mapa\referencja,1,2,3,4,5,6
1,322,6,6,2,1,0
2,37,73,2,0,25,0
3,0,0,67,0,0,0
4,29,1,0,77,1,0
5,17,14,20,0,56,4
6,0,1,1,0,0,85
