mapa\referencja,1,2,3,4,5,6
1,314,5,6,1,1,0
2,47,72,2,1,24,0
3,0,0,67,0,1,0
4,27,1,0,77,0,0
5,17,16,20,0,57,4
6,0,1,1,0,0,85
