mapa\referencja,1,2,3,4,5,6
1,333,10,3,2,2,0
2,37,68,7,0,18,1
3,0,0,25,0,0,0
4,33,1,0,77,0,0
5,2,15,60,0,63,3
6,0,1,1,0,0,85
