mapa\referencja,1,2,3,4,5,6
1,314,5,6,2,1,0
2,36,72,1,0,25,0
3,1,0,67,0,1,0
4,28,1,0,77,1,0
5,26,16,21,0,55,4
6,0,1,1,0,0,85
