mapa\referencja,1,2,3,4,5,6
1,319,6,5,2,1,0
2,38,71,1,0,22,0
3,0,0,67,0,1,0
4,28,1,0,77,0,0
5,20,16,22,0,59,4
6,0,1,1,0,0,85
